old_occasion,identity_key,display_ref,service_section,service_hour,slot,slot_type,presentation_duplicate_rows,specific_coptic_day_count,specific_coptic_days,source_row_ids,validated,source_of_confusion,fix
annual fixed Coptic day,rid_5115548868c1f6655cfe,Ps 105:23 (LXX Ps 104:23),vespers_psalm,,vespers_psalm,psalm,3,3,Bashans 24; Baunah 8; Feast of St. Joseph the Carpenter,3283; 3466; 4050,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_51c768882a9b44a7df4b,Ps 32:6 (LXX Ps 31:6),vespers_psalm,,vespers_psalm,psalm,21,21,Abib 7; Amshir 1; Amshir 2; Babah 20; Babah 24; Baramhat 4; Barmuda 9; Bashans 13; Bashans 19; Baunah 17; Baunah 23; Baunah 5; Hatur 3; Hatur 9; Kiyahk 25; Kiyahk 7; Kiyahk 9; Mesra 5; Tubah 22; Tubah 26; Tut 12,139; 613; 664; 783; 861; 1236; 1262; 1453; 1790; 1839; 1891; 1903; 2313; 2734; 3153; 3224; 3431; 3576; 3651; 3826; 4150,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_538db7ca045666d9e2a2,Ps 105:1-3 (LXX Ps 104:1-3),vespers_psalm,,vespers_psalm,psalm,3,3,Amshir 4; Babah 22; Kiyahk 18,638; 1376; 1928,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_583a621081fbd626355b,Ps 116:16-19 (LXX Ps 115:16-19),vespers_psalm,,vespers_psalm,psalm,2,2,Amshir 8; Tubah 6,1587; 1980,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_58b00a577be1c27037ce,Ps 119:95-96 (LXX Ps 118:95-96),vespers_psalm,,vespers_psalm,psalm,1,1,Al-Nasi 6,4518,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_61814ab912913a4d20e3,Ps 40:9 (LXX Ps 39:9),vespers_psalm,,vespers_psalm,psalm,7,7,Abib 2; Abib 9; Babah 30; Barmuda 30; Bashans 23; Baunah 27; Hatur 20,738; 1001; 2987; 3271; 3698; 3760; 3852,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_641f2ed26a101616f41f,Ps 72:10 (LXX Ps 71:10),vespers_psalm,,vespers_psalm,psalm,1,1,Kiyahk 29,1500,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_67c328d6558e62a60206,Ps 46:1 (LXX Ps 45:1),vespers_psalm,,vespers_psalm,psalm,7,7,Abib 23; Babah 29; Baramhat 6; Hatur 27; Hatur 5; Kiyahk 16; Mesra 10,726; 808; 1093; 1354; 2338; 4014; 4206,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_6b2c9b00557fb887b51f,Ps 42:1 (LXX Ps 41:1),vespers_psalm,,vespers_psalm,psalm,2,2,Mesra 25; Tubah 12,1667; 4387,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_74680c44ac77af7f1091,Ps 105:27 (LXX Ps 104:27),vespers_psalm,,vespers_psalm,psalm,3,3,Bashans 24; Baunah 8; Feast of St. Joseph the Carpenter,3284; 3467; 4051,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_751349005e100c368a1f,Ps 65:4-5 (LXX Ps 64:4-5),vespers_psalm,,vespers_psalm,psalm,15,15,Al-Nasi 1; Amshir 12; Amshir 19; Amshir 3; Babah 13; Babah 25; Babah 7; Baramhat 9; Barmuda 1; Barmuda 10; Bashans 20; Baunah 29; Kiyahk 12; Tubah 14; Tubah 25,438; 516; 676; 1303; 1688; 1825; 1916; 2026; 2119; 2373; 2636; 2746; 3236; 3727; 4461,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_7a81968f16d7c5130c8b,Ps 87:3 (LXX Ps 86:3),vespers_psalm,,vespers_psalm,psalm,5,5,Bashans 1; Baunah 21; Kiyahk 3; Mesra 16; Tubah 21,1183; 1776; 2999; 3625; 4279,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_7fd4c78ccee30f2a8fa7,Ps 132:10-11 (LXX Ps 131:10-11),vespers_psalm,,vespers_psalm,psalm,1,1,Kiyahk 23,1432,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_8362fc480566bba18f8a,Ps 33:1 (LXX Ps 32:1),vespers_psalm,,vespers_psalm,psalm,11,11,Babah 24; Barmuda 9; Bashans 13; Bashans 19; Baunah 17; Baunah 23; Baunah 5; Kiyahk 9; Mesra 5; Tubah 22; Tubah 26,663; 1261; 1789; 1838; 2733; 3152; 3223; 3430; 3575; 3650; 4149,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_85f9906aa8ecfaf9793d,Ps 105:14-15 (LXX Ps 104:14-15),vespers_psalm,,vespers_psalm,psalm,18,18,Amshir 26; Babah 21; Baramhat 23; Barmuda 5; Barmuda 7; Bashans 5; Baunah 20; Baunah 26; Baunah 9; Kiyahk 20; Kiyahk 5; Mesra 22; Mesra 4; Tubah 15; Tut 25; Tut 4; Tut 6; Tut 8,43; 64; 93; 284; 626; 1206; 1400; 1700; 2208; 2546; 2690; 2711; 3049; 3479; 3613; 3686; 4136; 4351,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_864670f984521202948d,Ps 99:9 (LXX Ps 98:9),vespers_psalm,,vespers_psalm,psalm,1,1,Tut 18,209,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_87dc5038c84179143acc,Ps 40:2 (LXX Ps 39:2),vespers_psalm,,vespers_psalm,psalm,7,7,Abib 2; Abib 9; Babah 30; Barmuda 30; Bashans 23; Baunah 27; Hatur 20,739; 1002; 2988; 3272; 3699; 3761; 3853,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_87e05d7e20cff84baf7b,Ps 9:14,vespers_psalm,,vespers_psalm,psalm,5,5,Amshir 16; Hatur 11; Kiyahk 13; Mesra 7; Tut 26,297; 882; 1316; 2081; 4171,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_883c6019a20f81feb861,Ps 47:8-9 (LXX Ps 46:8-9),vespers_psalm,,vespers_psalm,psalm,1,1,Mesra 28,4425,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_8873f8cf2b605dca8177,Ps 4:6-8,vespers_psalm,,vespers_psalm,psalm,16,16,Abib 11; Abib 22; Amshir 13; Amshir 17; Amshir 23; Baramhat 10; Barmuda 18; Barmuda 27; Baunah 11; Kiyahk 14; Mesra 12; Tubah 16; Tubah 27; Tut 11; Tut 17; Tut 22,128; 200; 252; 1327; 1712; 1850; 2038; 2092; 2171; 2385; 2846; 2952; 3503; 3878; 4004; 4232,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_8dde20acf8983675fae6,Ps 5:11-12,vespers_psalm,,vespers_psalm,psalm,14,14,Abib 6; Babah 26; Baramhat 19; Barmuda 15; Barmuda 29; Bashans 22; Bashans 3; Baunah 1; Baunah 25; Mesra 30; Tubah 1; Tubah 20; Tut 15; Tut 24,177; 271; 688; 1522; 1763; 2489; 2811; 2974; 3021; 3258; 3377; 3673; 3812; 4450,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_8df9b6b1be458327847a,Ps 68:25-26 (LXX Ps 67:25-26),vespers_psalm,,vespers_psalm,psalm,24,24,Abib 1; Abib 17; Abib 28; Babah 1; Babah 6; Baramhat 15; Baramhat 26; Barmuda 11; Barmuda 25; Barmuda 6; Barmuda 8; Hatoor 10; Kiyahk 26; Mesra 15; Mesra 2; Mesra 21; Mesra 6; Tubah 24; Tubah 29; Tubah 30; Tut 10; Tut 20; Tut 29; Tut 5,55; 119; 234; 332; 358; 429; 872; 1466; 1816; 1872; 1881; 2438; 2584; 2702; 2723; 2758; 2930; 3751; 3948; 4073; 4117; 4161; 4270; 4342,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_9004e1a1c103d2426194,Ps 34:17-18 (LXX Ps 33:17-18),vespers_psalm,,vespers_psalm,psalm,9,9,Abib 27; Barmuda 23; Bashans 6; Bashans 8; Baunah 19; Baunah 7; Hatur 7; Mesra 23; Mesra 27,837; 2907; 3061; 3088; 3456; 3603; 4063; 4363; 4415,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_9040452dcc0a4b36f90e,Ps 112:7 (LXX Ps 111:7),vespers_psalm,,vespers_psalm,psalm,6,6,Amshir 15; Baunah 16; Hatur 16; Kiyahk 11; Kiyahk 2; Tubah 17,948; 1169; 1289; 1723; 2066; 3560,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_90d87e492ba18fe753e9,Ps 4:3,vespers_psalm,,vespers_psalm,psalm,16,16,Abib 19; Abib 30; Baramhat 1; Baramhat 7; Barmuda 13; Barmuda 4; Bashans 10; Baunah 10; Baunah 22; Hatur 22; Hatur 26; Mesra 20; Mesra 8; Tubah 19; Tut 27; Tut 28,308; 320; 1030; 1081; 1751; 2271; 2350; 2678; 2784; 3108; 3491; 3637; 3968; 4093; 4182; 4330,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_94f623605ebb5ba37668,Ps 19:3-4 (LXX Ps 18:3-4),vespers_psalm,,vespers_psalm,psalm,1,1,Al-Nasi 2,4471,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_96d4235e8228a22f109b,Ps 42:11 (LXX Ps 41:11),vespers_psalm,,vespers_psalm,psalm,2,2,Tubah 10; Tubah 11,1645; 1655,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_9f6b7d68e7861409bc3e,Ps 35:27 (LXX Ps 34:27),vespers_psalm,,vespers_psalm,psalm,1,1,Baunah 2,3391,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_aa342d8a21a0ede1e723,Ps 34:19-20 (LXX Ps 33:19-20),vespers_psalm,,vespers_psalm,psalm,7,7,Abib 21; Babah 10; Babah 4; Baramhat 13; Hatur 19; Kiyahk 8; Mesra 17,401; 479; 990; 1249; 2418; 3993; 4291,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_b31ead265b21e6d338d8,Ps 89:36 (LXX Ps 88:36),vespers_psalm,,vespers_psalm,psalm,15,15,Amshir 11; Amshir 20; Babah 16; Babah 18; Baramhat 12; Baramhat 16; Baramhat 20; Baramhat 24; Baramhat 3; Barmuda 14; Barmuda 22; Bashans 4; Baunah 18; Hatur 2; Hatur 29,552; 584; 767; 1119; 2011; 2131; 2297; 2403; 2447; 2502; 2558; 2796; 2892; 3034; 3588,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_b8edd2df4e607254182b,Ps 9:11,vespers_psalm,,vespers_psalm,psalm,5,5,Amshir 16; Hatur 11; Kiyahk 13; Mesra 7; Tut 26,296; 881; 1315; 2080; 4170,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_bb7e2232befb93fd0bc9,Ps 4:7-8,vespers_psalm,,vespers_psalm,psalm,1,1,Tubah 13,1678,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_be3fe28735bdc87f8239,Ps 52:8-9 (LXX Ps 51:8-9),vespers_psalm,,vespers_psalm,psalm,1,1,Baunah 30,3739,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_c43dcd0d5dd5b0af7024,Ps 34:7-8 (LXX Ps 33:7-8),vespers_psalm,,vespers_psalm,psalm,4,4,Al-Nasi 3; Baramhat 30; Baunah 13; Kiyahk 22,1423; 2627; 3524; 4484,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_c4a62271dccc69cf2945,Ps 68:16 (LXX Ps 67:16),vespers_psalm,,vespers_psalm,psalm,1,1,Hatur 8,848,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_c83c6764eb7c45ea4eab,Ps 19:4 (LXX Ps 18:4),vespers_psalm,,vespers_psalm,psalm,6,6,Abib 16; Amshir 29; Barmuda 16; Bashans 16; Kiyahk 24; Tubah 4,1442; 1565; 2251; 2825; 3185; 3938,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_c9ff9a72883959072149,Ps 110:4 (LXX Ps 109:4),vespers_psalm,,vespers_psalm,psalm,20,20,Abib 3; Amshir 7; Babah 11; Babah 17; Babah 2; Baramhat 22; Barmuda 12; Barmuda 3; Bashans 30; Bashans 7; Baunah 28; Hatur 1; Hatur 13; Hatur 30; Kiyahk 6; Mesra 18; Tubah 2; Tubah 8; Tut 3; Tut 7,26; 76; 367; 490; 567; 750; 904; 1134; 1218; 1535; 1614; 1963; 2529; 2661; 2767; 3071; 3360; 3710; 3772; 4300,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_d019c8e7969ed96aae4d,Ps 42:6 (LXX Ps 41:6),vespers_psalm,,vespers_psalm,psalm,2,2,Tubah 11; Tubah 12,1654; 1668,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_d0bb2c298714e99d1954,Ps 112:1-2 (LXX Ps 111:1-2),vespers_psalm,,vespers_psalm,psalm,8,8,Abib 14; Abib 8; Amshir 5; Babah 27; Baramhat 27; Bashans 18; Mesra 19; Tubah 9,701; 1631; 1938; 2593; 3209; 3839; 3914; 4317,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_d3b5b47035d7fa9a9419,Ps 110:7 (LXX Ps 109:7),vespers_psalm,,vespers_psalm,psalm,20,20,Abib 3; Amshir 7; Babah 11; Babah 17; Babah 2; Baramhat 22; Barmuda 12; Barmuda 3; Bashans 30; Bashans 7; Baunah 28; Hatur 1; Hatur 13; Hatur 30; Kiyahk 6; Mesra 18; Tubah 2; Tubah 8; Tut 3; Tut 7,27; 77; 368; 491; 568; 751; 905; 1135; 1219; 1536; 1615; 1964; 2530; 2662; 2768; 3072; 3361; 3711; 3773; 4301,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_d40f34c12ca646bcd302,Ps 68:3 (LXX Ps 67:3),vespers_psalm,,vespers_psalm,psalm,13,13,Abib 12; Abib 24; Abib 4; Al-Nasi 4; Amshir 6; Babah 14; Baramhat 25; Baunah 15; Baunah 4; Hatur 15; Mesra 1; Mesra 9; Tubah 28,529; 936; 1861; 1952; 2574; 3418; 3548; 3790; 3889; 4027; 4106; 4195; 4494,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_d4f7c257297a5c996839,Ps 68:17 (LXX Ps 67:17),vespers_psalm,,vespers_psalm,psalm,1,1,Hatur 8,847,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
